title,abstract,journal,date,authors,doi,category,search_query,source
Ternary Syndrome Decoding with Large Weight,"The Syndrome Decoding problem is at the core of many code-based
cryptosystems. In this paper, we study ternary Syndrome Decoding in large
weight. This problem has been introduced in the Wave signature scheme but has
never been thoroughly studied. We perform an algorithmic study of this problem
which results in an update of the Wave parameters. On a more fundamental level,
we show that ternary Syndrome Decoding with large weight is a really harder
problem than the binary Syndrome Decoding problem, which could have several
applications for the design of code-based cryptosystems.",,2019-03-18,"Rémi Bricout, André Chailloux, Thomas Debris-Alazard, Matthieu Lequesne",10.48550/arXiv.1903.07464,,tourette syndrome neurobiology,arxiv
Learning from the Syndrome,"In this paper, we introduce the syndrome loss, an alternative loss function
for neural error-correcting decoders based on a relaxation of the syndrome. The
syndrome loss penalizes the decoder for producing outputs that do not
correspond to valid codewords. We show that training with the syndrome loss
yields decoders with consistently lower frame error rate for a number of short
block codes, at little additional cost during training and no additional cost
during inference. The proposed method does not depend on knowledge of the
transmitted codeword, making it a promising tool for online adaptation to
changing channel conditions.",,2018-10-23,"Loren Lugosch, Warren J. Gross",10.48550/arXiv.1810.10902,,tourette syndrome neurobiology,arxiv
Exploiting the Brain's Network Structure for Automatic Identification of ADHD Subjects,"Attention Deficit Hyperactive Disorder (ADHD) is a common behavioral problem
affecting children. In this work, we investigate the automatic classification
of ADHD subjects using the resting state Functional Magnetic Resonance Imaging
(fMRI) sequences of the brain. We show that the brain can be modeled as a
functional network, and certain properties of the networks differ in ADHD
subjects from control subjects. We compute the pairwise correlation of brain
voxels' activity over the time frame of the experimental protocol which helps
to model the function of a brain as a network. Different network features are
computed for each of the voxels constructing the network. The concatenation of
the network features of all the voxels in a brain serves as the feature vector.
Feature vectors from a set of subjects are then used to train a PCA-LDA
(principal component analysis-linear discriminant analysis) based classifier.
We hypothesized that ADHD-related differences lie in some specific regions of
the brain and using features only from those regions is sufficient to
discriminate ADHD and control subjects. We propose a method to create a brain
mask that includes the useful regions only and demonstrate that using the
feature from the masked regions improves classification accuracy on the test
data set. We train our classifier with 776 subjects and test on 171 subjects
provided by The Neuro Bureau for the ADHD-200 challenge. We demonstrate the
utility of graph-motif features, specifically the maps that represent the
frequency of participation of voxels in network cycles of length 3. The best
classification performance (69.59%) is achieved using 3-cycle map features with
masking. Our proposed approach holds promise in being able to diagnose and
understand the disorder.",,2023-06-15,"Soumyabrata Dey, Ravishankar Rao, Mubarak Shah",10.48550/arXiv.2306.09239,,ADHD brain imaging,arxiv
Local Temporal Feature Enhanced Transformer with ROI-rank Based Masking for Diagnosis of ADHD,"In modern society, Attention-Deficit/Hyperactivity Disorder (ADHD) is one of
the common mental diseases discovered not only in children but also in adults.
In this context, we propose a ADHD diagnosis transformer model that can
effectively simultaneously find important brain spatiotemporal biomarkers from
resting-state functional magnetic resonance (rs-fMRI). This model not only
learns spatiotemporal individual features but also learns the correlation with
full attention structures specialized in ADHD diagnosis. In particular, it
focuses on learning local blood oxygenation level dependent (BOLD) signals and
distinguishing important regions of interest (ROI) in the brain. Specifically,
the three proposed methods for ADHD diagnosis transformer are as follows.
First, we design a CNN-based embedding block to obtain more expressive
embedding features in brain region attention. It is reconstructed based on the
previously CNN-based ADHD diagnosis models for the transformer. Next, for
individual spatiotemporal feature attention, we change the attention method to
local temporal attention and ROI-rank based masking. For the temporal features
of fMRI, the local temporal attention enables to learn local BOLD signal
features with only simple window masking. For the spatial feature of fMRI,
ROI-rank based masking can distinguish ROIs with high correlation in ROI
relationships based on attention scores, thereby providing a more specific
biomarker for ADHD diagnosis. The experiment was conducted with various types
of transformer models. To evaluate these models, we collected the data from 939
individuals from all sites provided by the ADHD-200 competition. Through this,
the spatiotemporal enhanced transformer for ADHD diagnosis outperforms the
performance of other different types of transformer variants. (77.78ACC
76.60SPE 79.22SEN 79.30AUC)",,2025-04-12,"Byunggun Kim, Younghun Kwon",10.48550/arXiv.2504.11474,,ADHD brain imaging,arxiv
Finding essential parts of the brain in rs-fMRI can improve diagnosing ADHD by Deep Learning,"Attention Deficit\Hyperactivity Disorder(ADHD) is considered a very common
psychiatric disorder, but it is difficult to establish an accurate diagnostic
method for ADHD. Recently, with the development of computing resources and
machine learning methods, studies have been conducted to classify ADHD using
resting-state functional magnetic resonance(rsfMRI) imaging data. However, most
of them utilized all areas of the brain for training the models. In this study,
as a different way from this approach, we conducted a study to classify ADHD by
selecting areas that are essential for using a deep learning model. For the
experiment, rsfMRI data provided by ADHD 200 global competition was used. To
obtain an integrated result from the multiple sites, each region of the brain
was evaluated with Leave one site out cross-validation. As a result, when we
only used 15 important region of interest(ROIs) for training, an accuracy of
70.6% was obtained, significantly exceeding the existing results of 68.6% from
all ROIs. In addition, to explore the new structure based on SCCNN-RNN, we
performed the same experiment with three modified models: (1) Separate Channel
CNN RNN with Attention (ASCRNN), (2) Separate Channel dilate CNN RNN with
Attention (ASDRNN), (3) Separate Channel CNN slicing RNN with Attention
(ASSRNN). As a result, the ASSRNN model provided a high accuracy of 70.46% when
training with only 13 important region of interest (ROI). These results show
that finding and using the crucial parts of the brain in diagnosing ADHD by
Deep Learning can get better results than using all areas.",,2021-08-14,"Byunggun Kim, Jaeseon Park, Taehun Kim, Younghun Kwon",10.48550/arXiv.2108.10137,,ADHD brain imaging,arxiv
Diagnosing ADHD from fMRI Scans Using Hidden Markov Models,"This paper applies a hidden Markov model to the problem of Attention Deficit
Hyperactivity Disorder (ADHD) diagnosis from resting-state functional Magnetic
Resonance Image (fMRI) scans of subjects. The proposed model considers the
temporal evolution of fMRI voxel activations in the cortex, cingulate gyrus,
and thalamus regions of the brain in order to make a diagnosis. Four feature
dimen- sionality reduction methods are applied to the fMRI scan: voxel means,
voxel weighted means, principal components analysis, and kernel principal
components analysis. Using principal components analysis and kernel principal
components analysis for dimensionality reduction, the proposed algorithm
yielded an accu- racy of 63.01% and 62.06%, respectively, on the ADHD-200
competition dataset when differentiating between healthy control, ADHD
innattentive, and ADHD combined types.",,2015-06-19,"Bhaskar Sen, Zheng Shi, Gregory Burlet",10.48550/arXiv.1506.06048,,ADHD brain imaging,arxiv
Classification of ADHD Patients Using Kernel Hierarchical Extreme Learning Machine,"Recently, the application of deep learning models to diagnose
neuropsychiatric diseases from brain imaging data has received more and more
attention. However, in practice, exploring interactions in brain functional
connectivity based on operational magnetic resonance imaging data is critical
for studying mental illness. Since Attention-Deficit and Hyperactivity Disorder
(ADHD) is a type of chronic disease that is very difficult to diagnose in the
early stages, it is necessary to improve the diagnosis accuracy of such illness
using machine learning models treating patients before the critical condition.
In this study, we utilize the dynamics of brain functional connectivity to
model features from medical imaging data, which can extract the differences in
brain function interactions between Normal Control (NC) and ADHD. To meet that
requirement, we employ the Bayesian connectivity change-point model to detect
brain dynamics using the local binary encoding approach and kernel hierarchical
extreme learning machine for classifying features. To verify our model, we
experimented with it on several real-world children's datasets, and our results
achieved superior classification rates compared to the state-of-the-art models.",,2022-06-28,"Sartaj Ahmed Salman, Zhichao Lian, Milad Taleby Ahvanooey, Hiroki Takahashi, Yuduo Zhang",10.48550/arXiv.2206.13761,,ADHD brain imaging,arxiv
A Wavelet-Based Framework for Mapping Long Memory in Resting-State fMRI: Age-Related Changes in the Hippocampus from the ADHD-200 Dataset,"Functional magnetic resonance imaging (fMRI) time series are known to exhibit
long-range temporal dependencies that challenge traditional modeling
approaches. In this study, we propose a novel computational pipeline to
characterize and interpret these dependencies using a long-memory (LM)
framework, which captures the slow, power-law decay of autocorrelation in
resting-state fMRI (rs-fMRI) signals. The pipeline involves voxelwise
estimation of LM parameters via a wavelet-based Bayesian method, yielding
spatial maps that reflect temporal dependence across the brain. These maps are
then projected onto a lower-dimensional space via a composite basis and are
then related to individual-level covariates through group-level regression. We
applied this approach to the ADHD-200 dataset and found significant positive
associations between age in children and the LM parameter in the hippocampus,
after adjusting for ADHD symptom severity and medication status. These findings
complement prior neuroimaging work by linking long-range temporal dependence to
developmental changes in memory-related brain regions. Overall, the proposed
methodology enables detailed mapping of intrinsic temporal dynamics in rs-fMRI
and offers new insights into the relationship between functional signal memory
and brain development.",,2025-08-16,"Yasaman Shahhosseini, Cédric Beaulac, Farouk S. Nathoo, Michelle F. Miranda",10.48550/arXiv.2508.11920,,ADHD brain imaging,arxiv
Lifespan associations of resting-state brain functional networks with ADHD symptoms,"Attention-deficit/hyperactivity disorder (ADHD) is increasingly being
diagnosed in both children and adults, but the neural mechanisms that underlie
its distinct symptoms and whether children and adults share the same mechanism
remain poorly understood. Here, we used a nested-spectral partition (NSP)
approach to study the resting-state brain functional networks of ADHD patients
(n=97) and healthy controls (HCs, n=97) across the lifespan (7-50 years).
Compared to the linear lifespan associations of brain functional segregation
and integration with age in HCs, ADHD patients have a quadratic association in
the whole brain and in most functional systems, whereas the limbic system
dominantly affected by ADHD has a linear association. Furthermore, the limbic
system better predicts hyperactivity, and the salient attention system better
predicts inattention. These predictions are shared in children and adults with
ADHD. Our findings reveal a lifespan association of brain networks with ADHD
symptoms and provide potential shared neural bases of distinct ADHD symptoms in
children and adults.",2022,2021-07-28,"Rong Wang, Yongchen Fan, Ying Wu, Yu-Feng Zang, Changsong Zhou",10.48550/arXiv.2107.13219,,ADHD brain imaging,arxiv
A Network Theory Investigation into the Altered Resting State Functional Connectivity in Attention-Deficit Hyperactivity Disorder,"In the last two decades, functional magnetic resonance imaging (fMRI) has
emerged as one of the most effective technologies in clinical research of the
human brain. fMRI allows researchers to study healthy and pathological brains
while they perform various neuropsychological functions. Beyond task-related
activations, the human brain has some intrinsic activity at a task-negative
(resting) state that surprisingly consumes a lot of energy to support
communication among neurons. Recent neuroimaging research has also seen an
increase in modeling and analyzing brain activity in terms of a graph or
network. Since graph models facilitate a systems-theoretic explanation of the
brain, they have become increasingly relevant with advances in network science
and the popularization of complex systems theory. The purpose of this study is
to look into the abnormalities in resting brain functions in adults with
Attention Deficit Hyperactivity Disorder (ADHD). The primary goal is to
investigate resting-state functional connectivity (FC), which can be construed
as a significant temporal coincidence in blood-oxygen-level dependent (BOLD)
signals between functionally related brain regions in the absence of any
stimulus or task. When compared to healthy controls, ADHD patients have lower
average connectivity in the Supramarginal Gyrus and Superior Parietal Lobule,
but higher connectivity in the Lateral Occipital Cortex and Inferior Temporal
Gyrus. We also hypothesize that the network organization of default mode and
dorsal attention regions is abnormal in ADHD patients.",,2022-11-23,"Sadi Md. Redwan, Md Palash Uddin, Muhammad Imran Sharif, Anwaar Ulhaq",10.48550/arXiv.2212.02402,,ADHD brain imaging,arxiv
Functional Connectivity Based Classification of ADHD Using Different Atlases,"These days, computational diagnosis strategies of neuropsychiatric disorders
are gaining attention day by day. It's critical to determine the brain's
functional connectivity based on Functional-Magnetic-Resonance-Imaging(fMRI) to
diagnose the disorder. It's known as a chronic disease, and millions of
children amass the symptoms of this disease, so there is much vacuum for the
researcher to formulate a model to improve the accuracy to diagnose ADHD
accurately. In this paper, we consider the functional connectivity of a brain
extracted using various time templates/Atlases. Local-Binary Encoding-Method
(LBEM) algorithm is utilized for feature extraction, while Hierarchical-
Extreme-Learning-Machine (HELM) is used to classify the extracted features. To
validate our approach, fMRI data of 143 normal and 100 ADHD affected children
is used for experimental purpose. Our experimental results are based on
comparing various Atlases given as CC400, CC200, and AAL. Our model achieves
high performance with CC400 as compared to other Atlases",,2022-02-18,"Sartaj Ahmed Salman, Zhichao Lian, Marva Saleem, Yuduo Zhang",10.48550/arXiv.2202.08953,,ADHD brain imaging,arxiv
Highly Accurate FMRI ADHD Classification using time distributed multi modal 3D CNNs,"This work proposes an algorithm for fMRI data analysis for the classification
of ADHD disorders. There have been several breakthroughs in the analysis of
fMRI via 3D convolutional neural networks (CNNs). With these new techniques it
is possible to preserve the 3D spatial data of fMRI data. Additionally there
have been recent advances in the use of 3D generative adversarial neural
networks (GANs) for the generation of normal MRI data. This work utilizes multi
modal 3D CNNs with data augmentation from 3D GAN for ADHD prediction from fMRI.
By leveraging a 3D-GAN it would be possible to use deepfake data to enhance the
accuracy of 3D CNN classification of brain disorders. A comparison will be made
between a time distributed single modal 3D CNN model for classification and the
modified multi modal model with MRI data as well.",,2022-05-24,Christopher Sims,10.48550/arXiv.2205.11993,,ADHD brain imaging,arxiv
Neuropsychiatric Disease Classification Using Functional Connectomics -- Results of the Connectomics in NeuroImaging Transfer Learning Challenge,"Large, open-source consortium datasets have spurred the development of new
and increasingly powerful machine learning approaches in brain connectomics.
However, one key question remains: are we capturing biologically relevant and
generalizable information about the brain, or are we simply overfitting to the
data? To answer this, we organized a scientific challenge, the Connectomics in
NeuroImaging Transfer Learning Challenge (CNI-TLC), held in conjunction with
MICCAI 2019. CNI-TLC included two classification tasks: (1) diagnosis of
Attention-Deficit/Hyperactivity Disorder (ADHD) within a pre-adolescent cohort;
and (2) transference of the ADHD model to a related cohort of Autism Spectrum
Disorder (ASD) patients with an ADHD comorbidity. In total, 240 resting-state
fMRI time series averaged according to three standard parcellation atlases,
along with clinical diagnosis, were released for training and validation (120
neurotypical controls and 120 ADHD). We also provided demographic information
of age, sex, IQ, and handedness. A second set of 100 subjects (50 neurotypical
controls, 25 ADHD, and 25 ASD with ADHD comorbidity) was used for testing.
Models were submitted in a standardized format as Docker images through ChRIS,
an open-source image analysis platform. Utilizing an inclusive approach, we
ranked the methods based on 16 different metrics. The final rank was calculated
using the rank product for each participant across all measures. Furthermore,
we assessed the calibration curves of each method. Five participants submitted
their model for evaluation, with one outperforming all other methods in both
ADHD and ASD classification. However, further improvements are needed to reach
the clinical translation of functional connectomics. We are keeping the CNI-TLC
open as a publicly available resource for developing and validating new
classification methodologies in the field of connectomics.",,2020-06-05,"Markus D. Schirmer, Archana Venkataraman, Islem Rekik, Minjeong Kim, Stewart H. Mostofsky, Mary Beth Nebel, Keri Rosch, Karen Seymour, Deana Crocetti, Hassna Irzan, Michael Hütel, Sebastien Ourselin, Neil Marlow, Andrew Melbourne, Egor Levchenko, Shuo Zhou, Mwiza Kunda, Haiping Lu, Nicha C. Dvornek, Juntang Zhuang, Gideon Pinto, Sandip Samal, Jennings Zhang, Jorge L. Bernal-Rusiel, Rudolph Pienaar, Ai Wern Chung",10.48550/arXiv.2006.03611,,ADHD brain imaging,arxiv
Modeling an Augmented Reality Game Environment to Enhance Behavior of ADHD Patients,"The paper generically models an augmented reality game-based environment to
project the gamification of an online cognitive behavioral therapist that
performs instant measurements for patients with a predefined Attention Deficit
Hyperactivity Disorder (ADHD). ADHD is one of the most common
neurodevelopmental disorders in which patients have difficulties related to
inattention, hyperactivity, and impulsivity. Those patients are in need for a
psychological therapy; the use of cognitive behavioral therapy as a
firmly-established treatment is to help in enhancing the way they think and
behave. A major limitation in traditional cognitive behavioral therapies is
that therapists may face difficulty to optimize patients' neuropsychological
stimulus following a specified treatment plan, i.e., therapists struggle to
draw clear images when stimulating patients' mindset to a point where they
should be. Other limitations recognized here include availability,
accessibility and level-of-experience of the therapists. Therefore, the paper
present a gamification model, we term as ""AR-Therapist,"" in order to take
advantages of augmented reality developments to engage patients in both real
and virtual game-based environments. The model provides an on-time measurements
of patients' progress throughout the treatment sessions which, in result,
overcomes limitations observed in traditional cognitive behavioral therapies.",,2019-11-04,"Saad Alqithami, Musaad Alzahrani, Abdulkareem Alzahrani, Ahmed Mostafa",10.48550/arXiv.1911.01003,,ADHD brain imaging,arxiv
STARFormer: A Novel Spatio-Temporal Aggregation Reorganization Transformer of FMRI for Brain Disorder Diagnosis,"Many existing methods that use functional magnetic resonance imaging (fMRI)
classify brain disorders, such as autism spectrum disorder (ASD) and attention
deficit hyperactivity disorder (ADHD), often overlook the integration of
spatial and temporal dependencies of the blood oxygen level-dependent (BOLD)
signals, which may lead to inaccurate or imprecise classification results. To
solve this problem, we propose a Spatio-Temporal Aggregation eorganization
ransformer (STARFormer) that effectively captures both spatial and temporal
features of BOLD signals by incorporating three key modules. The region of
interest (ROI) spatial structure analysis module uses eigenvector centrality
(EC) to reorganize brain regions based on effective connectivity, highlighting
critical spatial relationships relevant to the brain disorder. The temporal
feature reorganization module systematically segments the time series into
equal-dimensional window tokens and captures multiscale features through
variable window and cross-window attention. The spatio-temporal feature fusion
module employs a parallel transformer architecture with dedicated temporal and
spatial branches to extract integrated features. The proposed STARFormer has
been rigorously evaluated on two publicly available datasets for the
classification of ASD and ADHD. The experimental results confirm that the
STARFormer achieves state-of-the-art performance across multiple evaluation
metrics, providing a more accurate and reliable tool for the diagnosis of brain
disorders and biomedical research. The codes are available at:
https://github.com/NZWANG/STARFormer.","Neural Networks, 2025",2024-12-31,"Wenhao Dong, Yueyang Li, Weiming Zeng, Lei Chen, Hongjie Yan, Wai Ting Siok, Nizhuan Wang",10.48550/arXiv.2501.00378,,ADHD brain imaging,arxiv
"Challenges, Strengths, and Strategies of Software Engineers with ADHD: A Case Study","Neurodiversity describes brain function variation in individuals, including
Attention deficit hyperactivity disorder (ADHD) and Autism spectrum disorder.
Neurodivergent individuals both experience challenges and exhibit strengths in
the workplace. As an important disorder included under the neurodiversity term,
an estimated 5.0% to 7.1% of the world population have ADHD. However, existing
studies involving ADHD in the workplace are of general nature and do not focus
on software engineering (SE) activities. To address this gap, we performed an
exploratory qualitative case study on the experiences of people with ADHD
working in SE. We find that people with ADHD struggle with several important
SE-related activities, e.g., task organisation and estimation, attention to
work, relation to others. Furthermore, they experience issues with physical and
mental health. In terms of strengths, they exhibit, e.g., increased creative
skills, perform well when solving puzzles, and have the capability to think
ahead. Our findings align well with existing clinical ADHD research, and have
important implications to SE practice.",,2023-12-08,"Grischa Liebel, Noah Langlois, Kiev Gama",10.48550/arXiv.2312.05029,,ADHD brain imaging,arxiv
An ADHD Diagnostic Interface Based on EEG Spectrograms and Deep Learning Techniques,"This paper introduces an innovative approach to
Attention-deficit/hyperactivity disorder (ADHD) diagnosis by employing deep
learning (DL) techniques on electroencephalography (EEG) signals. This method
addresses the limitations of current behavior-based diagnostic methods, which
often lead to misdiagnosis and gender bias. By utilizing a publicly available
EEG dataset and converting the signals into spectrograms, a Resnet-18
convolutional neural network (CNN) architecture was used to extract features
for ADHD classification. The model achieved a high precision, recall, and an
overall F1 score of 0.9. Feature extraction highlighted significant brain
regions (frontopolar, parietal, and occipital lobes) associated with ADHD.
These insights guided the creation of a three-part digital diagnostic system,
facilitating cost-effective and accessible ADHD screening, especially in school
environments. This system enables earlier and more accurate identification of
students at risk for ADHD, providing timely support to enhance their
developmental outcomes. This study showcases the potential of integrating EEG
analysis with DL to enhance ADHD diagnostics, presenting a viable alternative
to traditional methods.",,2024-12-03,"Medha Pappula, Syed Muhammad Anwar",10.48550/arXiv.2412.02695,,ADHD brain imaging,arxiv
"ADHDeepNet From Raw EEG to Diagnosis: Improving ADHD Diagnosis through Temporal-Spatial Processing, Adaptive Attention Mechanisms, and Explainability in Raw EEG Signals","Attention Deficit Hyperactivity Disorder (ADHD) is a common brain disorder in
children that can persist into adulthood, affecting social, academic, and
career life. Early diagnosis is crucial for managing these impacts on patients
and the healthcare system but is often labor-intensive and time-consuming. This
paper presents a novel method to improve ADHD diagnosis precision and
timeliness by leveraging Deep Learning (DL) approaches and electroencephalogram
(EEG) signals. We introduce ADHDeepNet, a DL model that utilizes comprehensive
temporal-spatial characterization, attention modules, and explainability
techniques optimized for EEG signals. ADHDeepNet integrates feature extraction
and refinement processes to enhance ADHD diagnosis. The model was trained and
validated on a dataset of 121 participants (61 ADHD, 60 Healthy Controls),
employing nested cross-validation for robust performance. The proposed
two-stage methodology uses a 10-fold cross-subject validation strategy.
Initially, each iteration optimizes the model's hyper-parameters with inner
2-fold cross-validation. Then, Additive Gaussian Noise (AGN) with various
standard deviations and magnification levels is applied for data augmentation.
ADHDeepNet achieved 100% sensitivity and 99.17% accuracy in classifying ADHD/HC
subjects. To clarify model explainability and identify key brain regions and
frequency bands for ADHD diagnosis, we analyzed the learned weights and
activation patterns of the model's primary layers. Additionally, t-distributed
Stochastic Neighbor Embedding (t-SNE) visualized high-dimensional data, aiding
in interpreting the model's decisions. This study highlights the potential of
DL and EEG in enhancing ADHD diagnosis accuracy and efficiency.",,2025-09-10,"Ali Amini, Mohammad Alijanpour, Behnam Latifi, Ali Motie Nasrabadi",10.48550/arXiv.2509.08779,,ADHD brain imaging,arxiv
SimBrainNet: Evaluating Brain Network Similarity for Attention Disorders,"Electroencephalography (EEG)-based attention disorder research seeks to
understand brain activity patterns associated with attention. Previous studies
have mainly focused on identifying brain regions involved in cognitive
processes or classifying Attention-Deficit Hyperactivity Disorder (ADHD) and
control subjects. However, analyzing effective brain connectivity networks for
specific attentional processes and comparing them has not been explored.
Therefore, in this study, we propose multivariate transfer entropy-based
connectivity networks for cognitive events and introduce a new similarity
measure, 'SimBrainNet', to assess these networks. A high similarity score
suggests similar brain dynamics during cognitive events, indicating less
attention variability. Our experiment involves 12 individuals with attention
disorders (7 children and 5 adolescents). Noteworthy that child participants
exhibit lower similarity scores compared to adolescents, indicating greater
changes in attention. We found strong connectivity patterns in the left
pre-frontal cortex for adolescent individuals compared to the child. Our study
highlights the changes in attention levels across various cognitive events,
offering insights into the underlying cognitive mechanisms, brain dynamics, and
potential deficits in individuals with this disorder.",,2024-10-12,"Debashis Das Chakladar, Foteini Simistira Liwicki, Rajkumar Saini",10.48550/arXiv.2410.09422,,ADHD brain imaging,arxiv
Automatic diagnosis of schizophrenia and attention deficit hyperactivity disorder in rs-fMRI modality using convolutional autoencoder model and interval type-2 fuzzy regression,"Nowadays, many people worldwide suffer from brain disorders, and their health
is in danger. So far, numerous methods have been proposed for the diagnosis of
Schizophrenia (SZ) and attention deficit hyperactivity disorder (ADHD), among
which functional magnetic resonance imaging (fMRI) modalities are known as a
popular method among physicians. This paper presents an SZ and ADHD intelligent
detection method of resting-state fMRI (rs-fMRI) modality using a new deep
learning method. The University of California Los Angeles dataset, which
contains the rs-fMRI modalities of SZ and ADHD patients, has been used for
experiments. The FMRIB software library toolbox first performed preprocessing
on rs-fMRI data. Then, a convolutional Autoencoder model with the proposed
number of layers is used to extract features from rs-fMRI data. In the
classification step, a new fuzzy method called interval type-2 fuzzy regression
(IT2FR) is introduced and then optimized by genetic algorithm, particle swarm
optimization, and gray wolf optimization (GWO) techniques. Also, the results of
IT2FR methods are compared with multilayer perceptron, k-nearest neighbors,
support vector machine, random forest, and decision tree, and adaptive
neuro-fuzzy inference system methods. The experiment results show that the
IT2FR method with the GWO optimization algorithm has achieved satisfactory
results compared to other classifier methods. Finally, the proposed
classification technique was able to provide 72.71% accuracy.",,2022-05-31,"Afshin Shoeibi, Navid Ghassemi, Marjane Khodatars, Parisa Moridian, Abbas Khosravi, Assef Zare, Juan M. Gorriz, Amir Hossein Chale-Chale, Ali Khadem, U. Rajendra Acharya",10.48550/arXiv.2205.15858,,ADHD brain imaging,arxiv
Wavelet-domain regression and predictive inference in psychiatric neuroimaging,"An increasingly important goal of psychiatry is the use of brain imaging data
to develop predictive models. Here we present two contributions to statistical
methodology for this purpose. First, we propose and compare a set of
wavelet-domain procedures for fitting generalized linear models with scalar
responses and image predictors: sparse variants of principal component
regression and of partial least squares, and the elastic net. Second, we
consider assessing the contribution of image predictors over and above
available scalar predictors, in particular, via permutation tests and an
extension of the idea of confounding to the case of functional or image
predictors. Using the proposed methods, we assess whether maps of a spontaneous
brain activity measure, derived from functional magnetic resonance imaging, can
meaningfully predict presence or absence of attention deficit/hyperactivity
disorder (ADHD). Our results shed light on the role of confounding in the
surprising outcome of the recent ADHD-200 Global Competition, which challenged
researchers to develop algorithms for automated image-based diagnosis of the
disorder.","Annals of Applied Statistics 2015, Vol. 9, No. 2, 1076-1101",2015-09-16,"Philip T. Reiss, Lan Huo, Yihong Zhao, Clare Kelly, R. Todd Ogden",10.48550/arXiv.1509.04903,,ADHD brain imaging,arxiv
A systematic review of EEG source localization techniques and their applications on diagnosis of brain abnormalities,"In recent years, multiple noninvasive imaging modalities have been used to
develop a better understanding of the human brain functionality, including
positron emission tomography, single-photon emission computed tomography, and
functional magnetic resonance imaging, all of which provide brain images with
millimeter spatial resolutions. Despite good spatial resolution, time
resolution of these methods are poor and values are about seconds.
Electroencephalography (EEG) is a popular non-invasive electrophysiological
technique of relatively very high time resolution which is used to measure
electric potential of brain neural activity. Scalp EEG recordings can be used
to perform the inverse problem in order to specify the location of the dominant
sources of the brain activity. In this paper, EEG source localization research
is clustered as follows: solving the inverse problem by statistical method
(37.5%), diagnosis of brain abnormalities using common EEG source localization
methods (18.33%), improving EEG source localization methods by non-statistical
strategies (3.33%), investigating the effect of the head model on EEG source
imaging results (12.5%), detection of epileptic seizures by brain activity
localization based on EEG signals (20%), diagnosis and treatment of ADHD
abnormalities (8.33%). Among the available methods, minimum norm solution has
shown to be very promising for sources with different depths. This review
investigates diseases that are diagnosed using EEG source localization
techniques. In this review we provide enough evidence that the effects of
psychiatric drugs on the activity of brain sources have not been enough
investigated, which provides motivation for consideration in the future
research using EEG source localization methods.",,2019-10-17,"Shiva Asadzadeh, Tohid Yousefi Rezaii, Soosan Beheshti, Azra Delpak, Saeed Meshgini",10.48550/arXiv.1910.07980,,ADHD brain imaging,arxiv
The mentor-child paradigm for individuals with autism spectrum disorders,"Our aim is to analyze the relevance of the mentor-child paradigm with a robot
for individuals with Autism Spectrum Disorders, and the adaptations required.
This method could allow a more reliable evaluation of the socio-cognitive
abilities of individuals with autism, which may have been underestimated due to
pragmatic factors.",,2023-12-13,"Marion Dubois-Sage, Baptiste Jacquet, Frank Jamet, Jean Baratgin",10.48550/arXiv.2312.08161,,autism spectrum disorder neurochemistry,arxiv
eXtended Reality for Autism Interventions: The importance of Mediation and Sensory-Based Approaches,"eXtended Reality (XR) autism research, ranging from Augmented Reality to
Virtual Reality, focuses on socio-emotional abilities and high-functioning
autism. However common autism interventions address the entire spectrum over
social, sensory and mediation issues. To bridge the gap between autism research
and real interventions, we compared existing literature on XR and autism with
stakeholders' needs obtained by interviewing 34 skateholders, mainly
practitioners. It allow us first to suggest XR use cases that could better
support practitioners' interventions, and second to derive design guidelines
accordingly. Findings demonstrate that collaborative XR sensory-based and
mediation approaches would benefit the entire spectrum, and encourage to
consider the overall intervention context when designing XR protocols.",,2021-06-30,"Valentin Bauer, Tifanie Bouchara, Patrick Bourdot",10.48550/arXiv.2106.15983,,autism spectrum disorder neurochemistry,arxiv
A Review of and Roadmap for Data Science and Machine Learning for the Neuropsychiatric Phenotype of Autism,"Autism Spectrum Disorder (autism) is a neurodevelopmental delay which affects
at least 1 in 44 children. Like many neurological disorder phenotypes, the
diagnostic features are observable, can be tracked over time, and can be
managed or even eliminated through proper therapy and treatments. Yet, there
are major bottlenecks in the diagnostic, therapeutic, and longitudinal tracking
pipelines for autism and related delays, creating an opportunity for novel data
science solutions to augment and transform existing workflows and provide
access to services for more affected families. Several prior efforts conducted
by a multitude of research labs have spawned great progress towards improved
digital diagnostics and digital therapies for children with autism. We review
the literature of digital health methods for autism behavior quantification
using data science. We describe both case-control studies and classification
systems for digital phenotyping. We then discuss digital diagnostics and
therapeutics which integrate machine learning models of autism-related
behaviors, including the factors which must be addressed for translational use.
Finally, we describe ongoing challenges and potent opportunities for the field
of autism data science. Given the heterogeneous nature of autism and the
complexities of the relevant behaviors, this review contains insights which are
relevant to neurological behavior analysis and digital psychiatry more broadly.",,2023-03-07,"Peter Washington, Dennis P. Wall",10.48550/arXiv.2303.03577,,autism spectrum disorder neurochemistry,arxiv
