title,abstract,journal,date,authors,doi,category,search_query,source
Neurodevelopmental outcome in infants with neonatal encephalopathy receiving hydrocortisone during therapeutic hypothermia: follow-up of the extended-CORTISoL trial.,"To investigate neurodevelopmental outcome after hydrocortisone (HC) supplementation in infants with neonatal encephalopathy (NE) and hypotension.
Fifty-five infants with volume-resistant hypotension during hypothermia were enrolled between 2016 and 2020. Eligible patients were randomly assigned to receive 0.5 mg/kg HC every 6 h or placebo along with standard dopamine treatment. Composite adverse outcome was defined as death or neurodevelopmental impairment, ascertained using the Bayley-II test.
At median 20 months of age, death, or severe neurodevelopmental impairment occurred in 40% in the HC group, compared to 18% in the placebo group (p = 0.13). Multiple logistic regression analysis showed that for every 1 mg/kg increase in cumulative HC dose, the odds of adverse cognitive outcome increased by 16% (95% CI 1.01-1.37; p = 0.04).
The composite outcomes were similar in the HC-treated and placebo groups, however cumulative HC dose was associated with adverse cognitive outcome in infants with NE and hypotension.
Hydrocortisone treatment in systemic low blood pressure during hypothermia in asphyxiated newborns (CORTISoL), ClinicalTrials.gov ID: NCT02700828 https://clinicaltrials.gov/ct2/show/NCT02700828 , date of registration: 2016-02-24.",Journal of perinatology : official journal of the California Perinatal Association,2025-09-23,"['KataKovacs', 'EnikoSzakmar', 'MariannaDobi', 'ZsuzsannaVarga', 'UnokeMeder', 'Attila JSzabo', 'Patrick JMcNamara', 'MiklosSzabo', 'AgnesJermendy']",10.1038/s41372-025-02428-5,hormones,cortisol neurodevelopmental,pubmed
Use of hydrocortisone in extremely preterm infants: emphasis on those born least mature.,"The steroid hormone cortisol plays crucial roles in innate stress response, downregulation of inflammation, and promotion of glucose homeostasis. Infants born extremely preterm may be prone to cardiovascular compromise and inflammation-mediated respiratory disease due in part to insufficient cortisol production. Current data show that hydrocortisone, the exogenous medication form of cortisol, may help prevent or treat complications associated with relative adrenal insufficiency, although the full balance of treatment risks and benefits is uncertain. Prophylactic administration of hydrocortisone beginning in the first 1-2 postnatal days in extremely preterm infants likely results in earlier initial weaning from invasive ventilation and may reduce in-hospital mortality and the composite outcome of death or bronchopulmonary dysplasia (BPD). However, such use may increase the risk of sepsis in infants born less than 26 weeks' gestation and gastrointestinal perforation with concurrent exposure to indomethacin. Whether prophylactic hydrocortisone affects childhood neurodevelopment has not been adequately studied. Initiation of hydrocortisone after the first postnatal week in infants receiving invasive ventilation promotes successful extubation but does not affect risks of mortality, BPD, or neurodevelopmental impairment. In extremely preterm infants with hypotension, hydrocortisone can increase blood pressure, but short- and long-term safety for this indication and usefulness compared to other anti-hypotensive agents are not well established.",Journal of perinatology : official journal of the California Perinatal Association,2025-09-21,"['Erik AJensen', 'Matthew ARysavy', 'SatoshiKusuda', 'NoneNone']",10.1038/s41372-025-02424-9,hormones,cortisol neurodevelopmental,pubmed
"Comment on ""association between maternal thyroid dysfunction and neurodevelopmental disorders in offspring: a population-based cohort study"".",,European child & adolescent psychiatry,2025-10-18,"['DaquanLiao', 'XuezhengZhu', 'ShiyeHuang', 'XinShang', 'YubinFeng', 'ZiyeZhuang']",10.1007/s00787-025-02896-2,hormones,thyroid neurodevelopmental,pubmed
"Cognitive, Behavioral, and Physiological Factors Influencing Oppositional Defiant Disorder in Children With ADHD: A Comparative Cross-Sectional Study.","Attention-deficit/hyperactivity disorder (ADHD) is a common neurodevelopmental disorder in children, often co-occurring with oppositional defiant disorder (ODD), a condition characterized by persistent defiant, angry, and oppositional behaviors. This study aims to explore the cognitive, behavioral, and physiological factors influencing the development of ODD in children with ADHD. We conducted a cross-sectional study involving 351 children aged 6-12 years, including ADHD-only, ADHD + ODD, and neurotypical (NT) controls. Participants were assessed using the Wechsler Intelligence Scale for Children (WISC-IV) for cognitive profiles, Conners Parent Rating Scale (CPRS) and SNAP-IV for behavioral symptoms, and blood biomarkers for thyroid hormones and vitamin D levels. Group comparisons were performed using ANOVA, and multiple linear regression was used to identify predictors of ODD symptoms. We found that children with ADHD + ODD exhibited more severe symptoms across behavioral domains, particularly conduct problems, impulsivity, and emotional dysregulation, compared to those with ADHD alone. Notably, conduct problems (β = 0.547, ",Psychological reports,2025-10-17,"['XiaoyanChen', 'YuXiao', 'WeiyongHuang', 'YongGuo', 'RankeZhu', 'JielingWu']",10.1177/00332941251387544,hormones,thyroid neurodevelopmental,pubmed
Challenge faced in diagnosis and treatment of congenital hypothyroidism presenting with isosexual puberty and bilateral ovarian mass in low and middle income country: a case report.,"Congenital hypothyroidism (CH) is a prevalent condition that can lead to significant neurodevelopmental issues in infants if not diagnosed and treated promptly. Van Wyk and Grumbach Syndrome (VWGS), characterized by hypothyroidism, precocious puberty, and ovarian masses, is often misdiagnosed in low- and middle-income countries (LMICs) due to limited diagnostic resources. This case highlights systemic challenges, including delayed diagnosis and unnecessary surgical referrals.We present an 8-year-old girl diagnosed with Van Wyk-Grumbach syndrome, characterized by severe hypothyroidism, isosexual precocious puberty, and ovarian hyperstimulation. She exhibited symptoms including vaginal bleeding, abdominal distention, and marked obesity with stunted growth. Investigations revealed severe hypothyroidism (TSH: 96 mU/L) and enlarged bilateral ovarian cysts. After initiating levothyroxine therapy, the patient demonstrated remarkable clinical improvement, including reduced abdominal swelling and normalizing thyroid function. This case underscores the importance of considering hypothyroidism in differential diagnoses of ovarian masses in children, especially in regions lacking newborn screening protocols, to prevent unnecessary surgical interventions and ensure appropriate management of the condition.",BMC endocrine disorders,2025-10-17,"['Ashagre GebremichaelGanta', 'Wintana TesfayeDesta']",10.1186/s12902-025-02058-0,hormones,thyroid neurodevelopmental,pubmed
"Tetramethyl Bisphenol F: Organ- and System-Specific Toxicity, Current Status, and Perspectives.","Tetramethyl bisphenol F (TMBPF) is being increasingly used as a Bisphenol A (BPA) substitute, particularly as a coating material for food and beverage cans. Unlike BPA, TMBPF is considered safe because of the lack of reported estrogenic effects, and it is often marketed under the ""BPA-free"" label. Initial cell-based assays and rat toxicity studies indicated much lower systemic and sex hormone-related toxicity of TMBPF compared with BPA, which has facilitated its substitution and significant market expansion. Since 2021, however, a growing body of research has reported various adverse effects of TMBPF across multiple biological systems. These include cytotoxicity associated with apoptosis and endocrine-disrupting effects on the thyroid axis, skeletal system, neurodevelopment, and reproductive function. Although the effects on the estrogen and androgen systems, as well as obesogenic potential, show variability across studies, several studies have indicated significant biological impacts. Of particular concern is the potential neurodevelopmental toxicity, which may manifest only after long-term exposure and is often irreversible. Even if current leaching levels from food contact materials are minimal, environmental accumulation and biomagnification over time may pose significant risks. Therefore, comprehensive toxicological profiling of TMBPF is essential. This review summarizes the current toxicological findings on TMBPF and discusses the implications for future research and regulatory considerations, highlighting the importance of early attention to potential public health impacts. Strengthening the toxicological evidence base will help inform regulatory frameworks and support proactive measures to safeguard consumer safety as the use of TMBPF expands.",International journal of molecular sciences,2025-10-16,"['InhoHwang', 'Xiang-ShunCui', 'Eui-BaeJeung']",10.3390/ijms26199280,hormones,thyroid neurodevelopmental,pubmed
The role of the Wnt/BDNF pathway in maternal SCH-induced autism-like phenotypes in offspring rats: behavioral and molecular mechanisms.,"Maternal subclinical hypothyroidism (SCH) has been associated with neurodevelopmental disorders, but the molecular mechanisms underlying its impact on offspring behavior remain poorly understood. This study investigates the role of the Wnt/BDNF signaling pathway in the development of autism-like behaviors in male offspring rats born to SCH mothers. Our findings demonstrate that maternal SCH induces significant behavioral abnormalities in the offspring, including increased grooming behavior and deficits in social interaction, which are hallmarks of autism spectrum disorder (ASD). These behaviors correlate with alterations in hippocampal protein expression, particularly a decrease in Brain-Derived Neurotrophic Factor (BDNF) and key signaling molecules involved in neuronal survival, such as cAMP response element-binding protein (CREB) and B-cell lymphoma 2 (Bcl-2). Additionally, we observe a marked upregulation of mTOR gene expression and a downregulation of Wnt signaling in the hippocampus of SCH-exposed offspring. These molecular changes are consistent with disrupted synaptic plasticity and neurogenesis, which are critical processes for cognitive and social development. Our study further reveals that impaired Wnt/BDNF signaling may play a pivotal role in the pathogenesis of autism-like behaviors in these offspring. Moreover, sex-specific differences were observed in the behavioral manifestations, with male offspring showing more pronounced deficits, suggesting a gender-dependent sensitivity to maternal SCH. This research provides novel insights into the molecular pathways by which maternal thyroid dysfunction contributes to neurodevelopmental disorders, offering potential targets for therapeutic intervention.",Translational psychiatry,2025-10-08,"['DijieLiu', 'KaiTao', 'YingSun', 'JialinHao', 'ShiyongWang']",10.1038/s41398-025-03570-6,hormones,thyroid neurodevelopmental,pubmed
Neurodevelopmental Impact of Prenatal Stress: A Proteomic Analysis of Myelination Disruptions in the Avian Embryo.,"Prenatal stress, mediated by elevated glucocorticoid (GC) levels, is a relevant modulator of fetal brain development and a known risk factor for neurodevelopmental disorders. Using the avian embryo as a vertebrate model, we injected corticosterone into the yolk on embryonic day 6 (E6) and assessed neurodevelopmental outcomes at day 14 (E14). Through deep proteomic profiling - quantifying over 6500 proteins - we uncovered a robust molecular signature of stress-induced disruption. Key myelin-associated proteins (myelin basic protein [MBP], PLP1, 2',3'-cyclic-nucleotide 3'-phosphodiesterase [CNP]) were markedly downregulated, indicating impaired oligodendrocyte maturation. These proteomic shifts were corroborated by immunohistochemistry and qPCR. Pathway-level analysis pointed to altered MAPK and AKT signaling as putative mediators of the observed phenotype. Our findings mirror previous mammalian data while highlighting the avian model's unique suitability for mechanistic dissection of prenatal stress effects. This study offers new insight into how early GC exposure impairs glial development, with broader implications for understanding the molecular origins of stress-linked brain vulnerability.",Developmental neurobiology,2025-10-15,"['BelaGaertner', 'GabrielaMorosan-Puopolo', 'BeateBrand-Saberi', 'CharmaineSchücke', 'DariusSaberi', 'KatharinaKlöster', 'SimonFaissner', 'KatrinMarcus', 'MorrisGellisch', 'BrittaEggers']",10.1002/dneu.23003,hormones,stress hormone neurodevelopmental,pubmed
Inflammatory mechanisms contribute to long-term cognitive deficits induced by perinatal asphyxia via interleukin-1.,"Perinatal asphyxia remains a leading cause of neonatal mortality and a major contributor to permanent neurological deficits. Even mild cases can result in long-term neurodevelopmental, cognitive, behavioural and psychiatric disorders. However, the mechanisms underlying asphyxia-induced hypoxic-ischaemic brain injury remain poorly understood, limiting the development of targeted interventions during the critical early plastic period. To explore the behavioural and molecular outcomes of perinatal asphyxia that may model important aspects of neuropsychiatric disorders observed in humans, we utilised a translationally relevant, non-invasive oxygen deprivation model of asphyxia in postnatal day 7 rats. We conducted a comprehensive assessment of asphyxia-induced changes, integrating neurobehavioural profiling (evaluating cognitive, emotional, social and neuromotor functions), microglial morphology analysis, neuroimaging, stress hormone measurement and whole-transcriptome sequencing techniques to elucidate the acute and long-term functional consequences. Consistent with clinical observations, the extensive functional assessment revealed distinct sex-dependent effects, including increased anxiety and impulsivity, attention deficits and impaired inhibitory control, which were observed exclusively in males, with no apparent sensorimotor deficits. This phenotype resembling attention deficit hyperactivity disorder (ADHD) in adult rats was associated with a lasting increase in inhibitory bouton densities in the medial prefrontal cortex. The development of an acute inflammatory response after perinatal asphyxia marked by phenotypic transformation of microglia, paralleled brain perfusion and stress hormone changes. Notably, microglial changes were mitigated by the blockade of proinflammatory interleukin-1 signalling via systemic IL-1 receptor antagonist (IL-1RA) administration in a therapeutically relevant time window. Importantly, early blockade of proinflammatory responses was able to prevent cognitive deficits in adulthood and normalise inhibitory bouton densities. RNA sequencing analysis revealed asphyxia-induced dysregulation of molecular pathways targeting GABAergic signalling, potentially contributing to subsequent morphological and neuropsychiatric alterations. IL-1RA treatment appeared to engage distinct epigenetic regulatory mechanisms, rather than merely reversing these disruptions in the acute post-asphyxia period. Collectively, these findings demonstrate that perinatal asphyxia induces marked behavioural deficits in attention and inhibitory control, paralleled by lasting inhibitory and epigenetic dysregulation, preceded by acute induction of microglia-driven inflammatory processes in the medial prefrontal cortex. Systemic IL-1RA administration may represent a promising therapeutic opportunity to prevent long-term cognitive impairments caused by perinatal asphyxia.",Neuropsychopharmacology : official publication of the American College of Neuropsychopharmacology,2025-10-03,"['HangaKelemen', 'Gyula YBalla', 'KornélDemeter', 'EszterSipos', 'AndrásBuzás-Kaizler', 'LászlóBiró', 'ManóAliczki', 'BarbaraOrsolits', 'ÁronKerényi', 'ZoltánBalogh', 'BenedekPászthy-Szabó', 'DiánaPejtsik', 'LajosHegyi', 'KrisztiánSzigeti', 'DomokosMáthé', 'ParasuramanPadmanabhan', 'CsabaBödör', 'AndreaFekete', 'MiklósSzabó', 'KaiKaila', 'ÁdámDénes', 'ÉvaMikics']",10.1038/s41386-025-02227-8,hormones,stress hormone neurodevelopmental,pubmed
Neonatal sevoflurane exposure enhances stress-related neurological susceptibility via NKCC1 modulation.,"Neonatal exposure to sevoflurane has been associated with neurodevelopmental impairments. However, the mechanisms underlying increased susceptibility to stress-related neurological disorders remain unclear. This study aimed to investigate the brain vulnerability after repeated neonatal sevoflurane exposure in rats to future traumatic stress exposure.P5 male Sprague - Dawley rats were exposed to 3% sevoflurane for 2 h daily from P6 to P8. Bumetanide, an NKCC1 inhibitor, was administered intraperitoneally before sevoflurane exposure. The expression of NKCC1 in the hippocampus at P8 was detected by reverse transcription -polymerase chain reaction and Western blot analysis. The brain vulnerability to stress exposure was assessed at P14-20 by conditioned fear traumatic stress model. The stress response was assessed by measuring serum corticosterone level. Primary hippocampal neurons of neonatal rat were cultured in vitro and exposed to sevoflurane with or without bumetanide pretreatment. The growth activity, intracellular LDH enzyme activity, ROS levels and apoptosis of hippocampal neurons were determined. Repeated neonatal sevoflurane exposure in rats enhanced serum corticosterone secretion after fear conditioning training and induced deficits in fear extinction training and recall.Pretreatment with bumetanide reversed these effects. In cultured primary neonatal rat hippocampal neurons, sevoflurane exposure enhanced the expression of NKCC1, increased the markers of neuronal cytotoxicity and downregulated the expression of Noggin, Drebrin and MAP2. In contrast, pretreatment with NKCC1 inhibitor bumetanide attenuated these adverse effects in vitro. Our results suggest repeated neonatal sevoflurane exposure enhances stress-related neurological susceptibility in rats by upregulating NKCC1, highlighting NKCC1 as a potential therapeutic target for anesthesia-induced neurodevelopmental vulnerability.",Scientific reports,2025-09-27,"['Bi-YingYuan', 'Li-HuiShan', 'JiangZou', 'Xiao-HaiXie', 'Jia-QiGan', 'Ben-ZhenChen']",10.1038/s41598-025-18584-9,hormones,stress hormone neurodevelopmental,pubmed
Hypothalamic-pituitary-adrenal axis dysfunction in children with ADHD: A systematic review and meta-analysis.,"Attention-deficit/hyperactivity disorder (ADHD) is a common neurodevelopmental disorder in children, characterized by persistent inattention, hyperactivity and impulsivity. Dysregulation of the hypothalamic-pituitary-adrenal (HPA) axis has been proposed as one neurobiological mechanism, yet findings across individual studies are inconsistent.
To quantify differences in HPA-axis function between children under 18 years with ADHD and typically developing (TD) controls across multiple biological markers. TD children were defined as having no diagnosis of ADHD or any other psychiatric or neurodevelopmental disorder.
A systematic review and random-effects meta-analysis of studies published from 1999 to 2025 was performed following PRISMA guidelines. Searches of PubMed, Embase, Web of Science, SpringerLink, CNKI, Wanfang, VIP and CBM identified studies reporting adrenocorticotropic hormone (ACTH), basal cortisol (saliva or blood), cortisol awakening response (CAR), stress-reactive cortisol or hair cortisol concentration (HCC). Pooled effect sizes were expressed as standardized mean differences (SMDs) with 95 % confidence intervals (CIs). Heterogeneity was assessed with the I² statistic; publication bias was examined using funnel plots and Egger's test.
Thirty-four studies (n = 4635; 2559 ADHD, 2076 TD) met inclusion criteria. Compared with TD controls, children with ADHD had significantly lower morning awakening cortisol (SMD = -0.63, 95 % CI -0.93 to -0.34), 30-min post-awakening cortisol (SMD = -0.39, 95 % CI -0.54 to -0.23), afternoon cortisol (SMD = -0.85, 95 % CI -1.63 to -0.06) and post-test cortisol (SMD = -2.14, 95 % CI -3.93 to -0.34). No group differences emerged for ACTH, CAR, pre-test cortisol or HCC. Subgroup analyses showed larger effects in blood versus saliva matrices and in studies from China; the hypocortisolemic profile was most pronounced in the hyperactive-impulsive (ADHD-HI) subtype. Meta-regression identified no significant moderators, and no evidence of publication bias was detected.
ADHD may exhibit a consistent pattern of HPA-axis hypoactivity, affecting both basal secretion and stress responsiveness, whereas ACTH, CAR and HCC appear preserved. The effect is strongest in the ADHD-HI subtype and when cortisol is measured in blood, indicating a subtype-specific and matrix-dependent neuroendocrine phenotype. These findings may support HPA-axis dysregulation as a potential biological correlate of ADHD.",Psychoneuroendocrinology,2025-09-21,"['LiFulun', 'LiYanan', 'GuBing', 'LiQian', 'LiAishu', 'LiuXia', 'WeiQian', 'ZhaoQianlong']",10.1016/j.psyneuen.2025.107605,hormones,stress hormone neurodevelopmental,pubmed
Facial Tic Detection in Untrimmed Videos of Tourette Syndrome Patients,"Tourette Syndrome (TS) is a behavior disorder that onsets in childhood and is
characterized by the expression of involuntary movements and sounds commonly
referred to as tics. Behavioral therapy is the first-line treatment for
patients with TS, and it helps patients raise awareness about tic occurrence as
well as develop tic inhibition strategies. However, the limited availability of
therapists and the difficulties for in-home follow up work limits its
effectiveness. An automatic tic detection system that is easy to deploy could
alleviate the difficulties of home-therapy by providing feedback to the
patients while exercising tic awareness. In this work, we propose a novel
architecture (T-Net) for automatic tic detection and classification from
untrimmed videos. T-Net combines temporal detection and segmentation and
operates on features that are interpretable to a clinician. We compare T-Net to
several state-of-the-art systems working on deep features extracted from the
raw videos and T-Net achieves comparable performance in terms of average
precision while relying on interpretable features needed in clinical practice.",ICPR2022,2022-11-07,"Yutao Tang, Benjamín Béjar, Joey K. -Y. Essoe, Joseph F. McGuire, René Vidal",10.48550/arXiv.2211.03895,arxiv_neuroscience,tourette syndrome neurobiology,arxiv
Analysis of Neural Clusters due to Deep Brain Stimulation Pulses,"Deep brain stimulation (DBS) is an established method for treating
pathological conditions such as Parkinson's disease, dystonia, Tourette
syndrome, and essential tremor. While the precise mechanisms which underly the
effectiveness of DBS are not fully understood, theoretical studies of
populations of neural oscillators stimulated by periodic pulses suggest that
this may be related to clustering, in which subpopulations of the neurons are
synchronized, but the subpopulations are desynchronized with respect to each
other. The details of the clustering behavior depend on the frequency and
amplitude of the stimulation in a complicated way. In the present study, we
investigate how the number of clusters, their stability properties, and their
basins of attraction can be understood in terms of one-dimensional maps defined
on the circle. Moreover, we generalize this analysis to stimuli that consist of
pulses with alternating properties, which provide additional degrees of freedom
in the design of DBS stimuli. Our results illustrate how the complicated
properties of clustering behavior for periodically forced neural oscillator
populations can be understood in terms of a much simpler dynamical system.",,2020-07-05,"Daniel Kuelbs, Jacob Dunefsky, Bharat Monga, Jeff Moehlis",10.48550/arXiv.2007.02414,arxiv_neuroscience,tourette syndrome neurobiology,arxiv
Children's health in the digital age,"Environmental studies, metabolic research, and state of the art in
neurobiology point towards the reduced amount of natural day and sunlight
exposure of the developing childs organism, as a consequence of increasingly
long hours spent indoors online, as the single unifying source of a whole set
of health risks identified worldwide, as is made clear in this review of the
current literature. Over exposure to digital environments, from abuse to
addiction, now concerns even the youngest (ages zero to 2), and triggers, as
argued on the basis of clear examples herein, a chain of interdependent
negative and potentially long-term metabolic changes. This leads to a
deregulation of the serotonin and dopamine neurotransmitter pathways in the
developing brain, currently associated with online activity abuse or internet
addiction, and akin to that found in severe substance abuse syndromes. A
general functional working model is proposed under the light of evidence
brought to the forefront in this review.","International Journal of Environmental Research and Public Health,
  2020, 17(9), 3240",2020-07-07,Birgitta Dresp-Langley,10.48550/arXiv.2007.03447,arxiv_neuroscience,tourette syndrome neurobiology,arxiv
Exploiting the Brain's Network Structure for Automatic Identification of ADHD Subjects,"Attention Deficit Hyperactive Disorder (ADHD) is a common behavioral problem
affecting children. In this work, we investigate the automatic classification
of ADHD subjects using the resting state Functional Magnetic Resonance Imaging
(fMRI) sequences of the brain. We show that the brain can be modeled as a
functional network, and certain properties of the networks differ in ADHD
subjects from control subjects. We compute the pairwise correlation of brain
voxels' activity over the time frame of the experimental protocol which helps
to model the function of a brain as a network. Different network features are
computed for each of the voxels constructing the network. The concatenation of
the network features of all the voxels in a brain serves as the feature vector.
Feature vectors from a set of subjects are then used to train a PCA-LDA
(principal component analysis-linear discriminant analysis) based classifier.
We hypothesized that ADHD-related differences lie in some specific regions of
the brain and using features only from those regions is sufficient to
discriminate ADHD and control subjects. We propose a method to create a brain
mask that includes the useful regions only and demonstrate that using the
feature from the masked regions improves classification accuracy on the test
data set. We train our classifier with 776 subjects and test on 171 subjects
provided by The Neuro Bureau for the ADHD-200 challenge. We demonstrate the
utility of graph-motif features, specifically the maps that represent the
frequency of participation of voxels in network cycles of length 3. The best
classification performance (69.59%) is achieved using 3-cycle map features with
masking. Our proposed approach holds promise in being able to diagnose and
understand the disorder.",,2023-06-15,"Soumyabrata Dey, Ravishankar Rao, Mubarak Shah",10.48550/arXiv.2306.09239,arxiv_neuroscience,ADHD brain imaging,arxiv
Local Temporal Feature Enhanced Transformer with ROI-rank Based Masking for Diagnosis of ADHD,"In modern society, Attention-Deficit/Hyperactivity Disorder (ADHD) is one of
the common mental diseases discovered not only in children but also in adults.
In this context, we propose a ADHD diagnosis transformer model that can
effectively simultaneously find important brain spatiotemporal biomarkers from
resting-state functional magnetic resonance (rs-fMRI). This model not only
learns spatiotemporal individual features but also learns the correlation with
full attention structures specialized in ADHD diagnosis. In particular, it
focuses on learning local blood oxygenation level dependent (BOLD) signals and
distinguishing important regions of interest (ROI) in the brain. Specifically,
the three proposed methods for ADHD diagnosis transformer are as follows.
First, we design a CNN-based embedding block to obtain more expressive
embedding features in brain region attention. It is reconstructed based on the
previously CNN-based ADHD diagnosis models for the transformer. Next, for
individual spatiotemporal feature attention, we change the attention method to
local temporal attention and ROI-rank based masking. For the temporal features
of fMRI, the local temporal attention enables to learn local BOLD signal
features with only simple window masking. For the spatial feature of fMRI,
ROI-rank based masking can distinguish ROIs with high correlation in ROI
relationships based on attention scores, thereby providing a more specific
biomarker for ADHD diagnosis. The experiment was conducted with various types
of transformer models. To evaluate these models, we collected the data from 939
individuals from all sites provided by the ADHD-200 competition. Through this,
the spatiotemporal enhanced transformer for ADHD diagnosis outperforms the
performance of other different types of transformer variants. (77.78ACC
76.60SPE 79.22SEN 79.30AUC)",,2025-04-12,"Byunggun Kim, Younghun Kwon",10.48550/arXiv.2504.11474,arxiv_neuroscience,ADHD brain imaging,arxiv
Finding essential parts of the brain in rs-fMRI can improve diagnosing ADHD by Deep Learning,"Attention Deficit\Hyperactivity Disorder(ADHD) is considered a very common
psychiatric disorder, but it is difficult to establish an accurate diagnostic
method for ADHD. Recently, with the development of computing resources and
machine learning methods, studies have been conducted to classify ADHD using
resting-state functional magnetic resonance(rsfMRI) imaging data. However, most
of them utilized all areas of the brain for training the models. In this study,
as a different way from this approach, we conducted a study to classify ADHD by
selecting areas that are essential for using a deep learning model. For the
experiment, rsfMRI data provided by ADHD 200 global competition was used. To
obtain an integrated result from the multiple sites, each region of the brain
was evaluated with Leave one site out cross-validation. As a result, when we
only used 15 important region of interest(ROIs) for training, an accuracy of
70.6% was obtained, significantly exceeding the existing results of 68.6% from
all ROIs. In addition, to explore the new structure based on SCCNN-RNN, we
performed the same experiment with three modified models: (1) Separate Channel
CNN RNN with Attention (ASCRNN), (2) Separate Channel dilate CNN RNN with
Attention (ASDRNN), (3) Separate Channel CNN slicing RNN with Attention
(ASSRNN). As a result, the ASSRNN model provided a high accuracy of 70.46% when
training with only 13 important region of interest (ROI). These results show
that finding and using the crucial parts of the brain in diagnosing ADHD by
Deep Learning can get better results than using all areas.",,2021-08-14,"Byunggun Kim, Jaeseon Park, Taehun Kim, Younghun Kwon",10.48550/arXiv.2108.10137,arxiv_neuroscience,ADHD brain imaging,arxiv
Auditory Brainstem Response in Infants and Children with Autism: A Meta-Analysis,"Infants with autism were recently found to have prolonged Auditory Brainstem
Response (ABR); however, at older ages, findings are contradictory. We compared
ABR differences between participants with autism and controls with respect to
age using a meta-analysis. Data sources included MEDLINE, EMBASE, Web of
Science, Google Scholar, HOLLIS and ScienceDirect from their inception to June
2016. The 25 studies that were included had a total of 1349 participants (727
participants with autism and 622 controls) and an age range of 0-40 years.
Prolongation of wave V in autism had a significant negative correlation with
age (R2=0.23; P=.01). The 22 studies below age 18 years showed a significantly
prolonged wave V in autism (Standard Mean Difference=0.6 [95% CI, 0.5 to 0.8];
P<.001). The 3 studies above 18 years of age showed a significantly shorter
wave V in autism (SMD=-0.6 [95% CI, -1.0 to -0.2]; P=.004). Prolonged ABR was
consistent in infants and children with autism, suggesting it can serve as an
autism biomarker at infancy. As the ABR is routinely used to screen infants for
hearing impairment, the opportunity for replication studies is extensive.",,2017-10-10,"Oren Miron, Andrew L. Beam, Isaac S. Kohane",10.48550/arXiv.1710.03613,arxiv_neuroscience,autism neurochemistry,arxiv
Human Gesture and Gait Analysis for Autism Detection,"Autism diagnosis presents a major challenge due to the vast heterogeneity of
the condition and the elusive nature of early detection. Atypical gait and
gesture patterns are dominant behavioral characteristics of autism and can
provide crucial insights for diagnosis. Furthermore, these data can be
collected efficiently in a non-intrusive way, facilitating early intervention
to optimize positive outcomes. Existing research mainly focuses on associating
facial and eye-gaze features with autism. However, very few studies have
investigated movement and gesture patterns which can reveal subtle variations
and characteristics that are specific to autism. To address this gap, we
present an analysis of gesture and gait activity in videos to identify children
with autism and quantify the severity of their condition by regressing autism
diagnostic observation schedule scores. Our proposed architecture addresses two
key factors: (1) an effective feature representation to manifest irregular
gesture patterns and (2) a two-stream co-learning framework to enable a
comprehensive understanding of its relation to autism from diverse perspectives
without explicitly using additional data modality. Experimental results
demonstrate the efficacy of utilizing gesture and gait-activity videos for
autism analysis.",,2023-04-17,"Sania Zahan, Zulqarnain Gilani, Ghulam Mubashar Hassan, Ajmal Mian",10.48550/arXiv.2304.08368,arxiv_neuroscience,autism neurochemistry,arxiv
"Hear Me, See Me, Understand Me: Audio-Visual Autism Behavior Recognition","In this article, we introduce a novel problem of audio-visual autism behavior
recognition, which includes social behavior recognition, an essential aspect
previously omitted in AI-assisted autism screening research. We define the task
at hand as one that is audio-visual autism behavior recognition, which uses
audio and visual cues, including any speech present in the audio, to recognize
autism-related behaviors. To facilitate this new research direction, we
collected an audio-visual autism spectrum dataset (AV-ASD), currently the
largest video dataset for autism screening using a behavioral approach. It
covers an extensive range of autism-associated behaviors, including those
related to social communication and interaction. To pave the way for further
research on this new problem, we intensively explored leveraging foundation
models and multimodal large language models across different modalities. Our
experiments on the AV-ASD dataset demonstrate that integrating audio, visual,
and speech modalities significantly enhances the performance in autism behavior
recognition. Additionally, we explored the use of a post-hoc to ad-hoc pipeline
in a multimodal large language model to investigate its potential to augment
the model's explanatory capability during autism behavior recognition. We will
release our dataset, code, and pre-trained models.",,2024-03-22,"Shijian Deng, Erin E. Kosloski, Siddhi Patel, Zeke A. Barnett, Yiyang Nan, Alexander Kaplan, Sisira Aarukapalli, William T. Doan, Matthew Wang, Harsh Singh, Pamela R. Rollins, Yapeng Tian",10.48550/arXiv.2406.02554,arxiv_neuroscience,autism neurochemistry,arxiv
